seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,default
8,owner,60,36,married,no,fixed,75,219.0,8500.0,1,1600,1852.0,0
1,parents,36,29,single,no,fixed,35,66.0,0.0,0,700,1018.0,0
1,rent,60,23,married,no,fixed,54,92.0,0.0,0,1000,1300.0,0
2,other,36,29,single,no,fixed,35,70.0,0.0,0,350,850.0,0
7,owner,60,39,married,no,fixed,90,142.0,6000.0,0,1300,1534.0,0
18,owner,60,38,married,no,fixed,75,138.0,6000.0,0,1000,2018.0,0
15,owner,36,47,married,no,fixed,75,230.0,13000.0,1,1400,1568.0,0
9,owner,36,43,married,no,freelance,90,142.0,18000.0,0,1800,2433.6000000000004,0
30,owner,24,58,married,no,freelance,60,216.0,11000.0,0,983,1200.0,0
15,parents,18,30,married,no,fixed,45,260.0,8000.0,1,500,2071.0,0
1,parents,36,24,single,no,fixed,35,60.0,0.0,0,1000,1602.0,0
7,rent,60,25,married,no,fixed,51,63.0,0.0,0,1100,1297.0,1
12,rent,36,51,married,no,fixed,74,139.0,0.0,0,600,690.0,0
12,rent,48,47,married,no,freelance,75,280.0,0.0,0,1800,2196.0,1
14,owner,60,53,married,no,freelance,45,65.0,3500.0,0,1800,1979.0,1
2,parents,48,32,married,no,fixed,60,167.0,2000.0,0,1450,1698.0,0
2,rent,36,35,single,no,fixed,47,120.0,0.0,0,900,1200.0,1
13,parents,48,31,married,no,fixed,75,80.0,0.0,0,1000,1575.0,0
3,owner,60,38,married,no,freelance,60,100.0,18000.0,0,1500,2360.0,0
15,owner,60,44,married,no,fixed,75,240.0,10000.0,1,1000,1026.0,1
8,other,60,47,married,no,freelance,75,178.0,2500.0,0,1600,1661.0,0
14,owner,36,33,married,no,fixed,60,92.0,7000.0,0,800,1115.0,0
7,parents,30,29,single,no,fixed,35,250.0,3500.0,0,500,1634.0,0
0,owner,60,29,married,no,partime,75,70.0,4500.0,0,1150,1683.0,0
14,owner,60,30,married,no,fixed,45,120.0,6500.0,1,760,895.0,0
6,owner,36,28,married,no,fixed,45,89.0,5000.0,0,800,1054.0,0
5,owner,48,55,married,no,freelance,90,41.0,18000.0,0,850,1344.0,0
29,owner,60,52,married,no,fixed,60,212.0,2200.0,0,1250,1301.0,0
2,rent,36,24,married,no,fixed,71,113.0,0.0,0,700,1338.0,0
32,rent,36,52,married,no,fixed,63,180.0,0.0,0,1100,1489.0,0
12,owner,60,34,married,no,fixed,75,172.0,10000.0,1,1000,1568.0,0
2,owner,60,27,single,no,fixed,60,46.0,3000.0,0,700,1130.0,1
5,parents,48,53,married,no,fixed,60,50.0,0.0,0,650,869.0,0
1,other,48,41,married,no,partime,75,80.0,4000.0,1,1100,1409.0,1
3,owner,60,32,married,no,fixed,90,254.0,14000.0,1,1650,2200.0,1
9,parents,60,32,married,no,freelance,75,160.0,2000.0,0,1200,1541.0,0
4,owner,60,22,single,no,others,35,130.0,4000.0,0,750,997.0,0
25,owner,36,55,married,no,freelance,60,100.0,18000.0,0,1400,1705.0,0
1,other,24,55,married,no,fixed,60,184.0,15000.0,0,1600,2433.6000000000004,0
1,rent,60,56,married,no,partime,88,133.0,0.0,0,750,784.0,1
11,rent,48,31,married,no,fixed,67,66.0,6200.0,0,1000,1541.0,0
0,owner,36,35,married,yes,fixed,75,120.0,4000.0,0,900,975.0,1
4,owner,36,45,married,yes,fixed,60,98.0,2500.0,0,450,600.0,0
1,parents,60,22,single,no,fixed,35,45.0,0.0,0,1350,1520.0,1
1,owner,60,25,married,no,fixed,45,171.0,15000.0,0,550,2055.0,0
9,parents,60,35,married,no,fixed,60,118.0,0.0,0,1000,1656.0,0
12,owner,36,56,married,no,fixed,75,205.0,5500.0,1,350,600.0,0
4,owner,60,38,married,no,fixed,75,145.0,4500.0,0,1450,1657.0,0
2,other,36,34,married,yes,fixed,90,135.0,1200.0,0,400,600.0,1
0,other,48,46,married,no,partime,75,125.0,8500.0,0,1575,1702.0,1
12,owner,48,31,other,no,fixed,35,117.0,4000.0,0,660,933.0,0
27,owner,36,46,married,yes,fixed,60,260.0,15000.0,1,690,1242.0,0
1,parents,60,41,married,yes,fixed,75,251.0,0.0,0,1450,2009.0,0
2,rent,36,29,married,no,fixed,88,130.0,0.0,0,500,600.0,0
0,other,60,42,married,no,freelance,45,0.0,0.0,0,1800,2433.6000000000004,1
0,rent,30,30,married,no,freelance,75,0.0,0.0,0,600,830.0,1
2,owner,36,50,married,yes,fixed,45,185.0,4000.0,0,950,950.0,1
2,rent,48,37,other,no,fixed,50,148.0,0.0,0,700,1805.0,0
3,other,60,32,married,yes,fixed,60,200.0,4500.0,1,1600,1759.0,1
1,rent,48,46,married,no,fixed,90,200.0,0.0,0,1420,1595.0,0
3,owner,48,28,married,no,partime,75,61.0,4000.0,1,1250,1484.0,0
3,owner,60,58,married,no,fixed,75,150.0,5000.0,0,1100,2035.0,0
19,owner,36,37,married,no,fixed,75,170.0,2500.0,0,950,1339.0,0
1,other,60,24,married,no,fixed,45,115.0,14500.0,0,1400,1675.0,0
25,owner,24,54,married,no,freelance,75,215.0,15000.0,0,1500,2070.0,0
8,rent,60,34,married,no,partime,81,60.0,0.0,0,600,1400.0,0
30,owner,36,56,married,no,fixed,60,150.0,2000.0,0,400,600.0,0
15,owner,60,33,married,no,fixed,90,144.0,3000.0,1,960,960.0,0
18,owner,18,50,married,no,fixed,60,75.0,3000.0,0,350,600.0,0
4,rent,12,21,single,no,fixed,52,70.0,0.0,0,400,700.0,0
13,owner,36,61,married,no,freelance,60,120.0,2500.0,0,600,980.0,0
13,rent,60,53,other,no,fixed,57,222.0,4600.0,0,1000,2300.0,0
4,rent,60,21,single,no,fixed,47,120.0,8000.0,0,1800,2100.0,0
1,rent,60,24,married,no,fixed,77,165.0,0.0,0,1500,1736.0,0
25,owner,48,44,married,no,freelance,75,250.0,18000.0,0,700,1100.0,0
10,other,12,31,married,no,others,90,65.0,0.0,0,350,600.0,1
6,parents,60,31,married,yes,fixed,45,94.0,0.0,0,500,1418.0,0
0,rent,36,42,single,no,partime,49,141.0,0.0,0,800,1165.0,1
20,other,36,46,married,no,fixed,60,150.0,2000.0,0,910,1128.0,0
0,parents,36,23,single,yes,partime,35,66.0,0.0,0,1000,1200.0,1
4,owner,60,64,married,no,others,45,82.0,8000.0,0,1000,1590.0,0
0,owner,48,45,married,no,fixed,90,156.0,5000.0,0,1350,1357.0,1
12,owner,60,40,married,no,fixed,75,114.0,6000.0,1,1330,1935.0,0
2,owner,36,42,married,no,partime,75,92.0,3000.0,0,550,850.0,0
3,parents,60,31,single,no,partime,35,0.0,2000.0,0,1200,1661.0,0
2,owner,30,32,married,no,fixed,90,74.0,1500.0,0,500,650.0,1
0,owner,48,31,married,no,fixed,75,178.0,5000.0,0,1100,1487.0,0
3,owner,12,57,married,no,fixed,45,150.0,18000.0,1,550,800.0,0
2,parents,36,36,married,no,freelance,90,59.0,0.0,0,500,715.0,1
4,parents,60,26,single,no,freelance,35,60.0,0.0,0,600,710.0,0
5,owner,48,32,married,no,freelance,75,110.0,9500.0,0,1195,1244.0,0
20,rent,60,38,married,no,fixed,75,150.0,0.0,0,1150,1450.0,0
12,parents,48,38,other,no,fixed,35,154.0,0.0,0,1300,2094.0,0
6,owner,60,29,married,no,fixed,60,220.0,15000.0,1,1200,1256.0,0
5,parents,24,27,single,no,freelance,35,115.0,10000.0,0,350,600.0,0
7,rent,60,38,married,no,freelance,90,0.0,0.0,0,1370,1397.0,1
1,parents,60,30,single,no,fixed,35,113.0,0.0,0,930,955.0,0
1,owner,48,33,married,no,freelance,60,198.0,3000.0,0,1800,2196.0,1
0,other,48,37,married,no,fixed,60,80.0,18000.0,0,900,975.0,1
7,rent,60,60,married,no,fixed,68,77.0,4000.0,0,800,1054.0,0
8,rent,48,26,married,no,freelance,82,219.0,0.0,0,1400,1635.0,0
1,owner,48,42,other,no,freelance,75,280.0,3500.0,0,1300,1700.0,0
20,rent,60,45,married,yes,freelance,90,175.0,1500.0,0,1500,1645.0,0
5,owner,60,28,married,yes,freelance,75,0.0,18000.0,0,1800,2433.6000000000004,1
18,owner,60,35,married,no,fixed,75,179.0,7000.0,1,1000,1455.0,0
4,parents,60,28,other,no,fixed,35,185.0,0.0,0,1500,1797.0,0
14,owner,60,29,married,no,fixed,60,210.0,8000.0,1,1100,2050.0,0
0,rent,60,25,married,no,fixed,53,77.0,0.0,0,870,920.0,0
30,owner,36,52,married,no,freelance,45,33.0,3000.0,0,600,1011.0,0
0,rent,36,36,married,no,partime,82,70.0,3500.0,0,500,1350.0,1
1,parents,60,23,married,no,partime,45,83.0,0.0,0,1140,1461.0,1
10,owner,36,40,married,no,freelance,90,17.0,9000.0,0,450,600.0,1
2,owner,24,20,single,no,fixed,45,176.0,5000.0,0,700,1299.0,0
1,parents,48,23,single,no,fixed,35,65.0,0.0,0,400,1195.0,0
1,rent,60,35,married,no,partime,83,76.0,10000.0,0,1000,1350.0,0
19,other,36,43,married,no,fixed,75,110.0,2000.0,1,700,1553.0,0
8,rent,60,58,married,yes,fixed,60,0.0,0.0,0,1400,1996.0,1
0,owner,24,33,other,no,fixed,35,170.0,3000.0,0,600,1589.0,0
5,other,60,42,married,no,fixed,75,95.0,0.0,0,1000,1067.0,1
2,owner,48,43,married,no,partime,60,95.0,4000.0,1,700,975.0,1
0,rent,18,24,single,no,partime,39,40.0,0.0,0,350,600.0,1
12,owner,60,34,married,yes,fixed,75,165.0,5000.0,1,1600,1682.0,0
1,owner,60,46,married,no,fixed,75,50.0,2000.0,0,750,1302.0,1
14,owner,60,45,married,yes,fixed,60,164.0,4000.0,0,1050,1383.0,0
2,parents,48,25,married,no,freelance,60,150.0,0.0,0,1000,1300.0,0
1,parents,12,26,single,no,partime,35,0.0,0.0,0,350,693.0,1
1,other,30,20,single,no,fixed,35,90.0,0.0,0,450,600.0,1
3,owner,60,30,married,no,fixed,45,200.0,10000.0,1,1650,1750.0,0
1,rent,60,35,other,no,fixed,45,100.0,0.0,0,1250,1400.0,0
22,parents,36,38,married,no,fixed,75,110.0,2000.0,0,780,1785.0,0
30,owner,48,59,married,no,fixed,45,150.0,4000.0,0,660,933.0,0
2,other,24,37,married,yes,freelance,60,0.0,0.0,0,1000,1795.0,1
1,parents,48,40,married,no,fixed,75,121.0,0.0,0,1320,1600.0,0
5,rent,48,34,other,no,freelance,57,120.0,9000.0,0,950,1290.0,0
17,owner,60,57,married,no,fixed,60,106.0,4000.0,0,870,979.0,0
14,other,48,46,married,no,fixed,60,100.0,3000.0,0,800,1651.0,0
3,rent,36,23,married,no,partime,53,79.0,0.0,0,600,650.0,0
1,rent,48,34,single,no,fixed,45,98.0,6000.0,1,900,980.0,0
17,owner,36,38,married,no,freelance,75,0.0,18000.0,1,700,795.0,0
35,owner,60,52,married,no,freelance,45,90.0,14000.0,0,1800,2433.6000000000004,0
1,parents,48,22,single,no,fixed,35,210.0,0.0,0,1575,2082.0,0
12,owner,60,27,married,no,fixed,60,160.0,2500.0,1,1400,1461.0,0
2,owner,60,27,married,no,fixed,45,120.0,5000.0,1,1000,1140.0,0
7,other,60,26,married,yes,fixed,45,211.0,0.0,0,1400,1531.0,0
17,owner,60,46,married,yes,fixed,75,80.0,3000.0,0,900,1286.0,1
1,other,60,23,single,no,partime,35,70.0,0.0,0,1050,1190.0,0
3,owner,60,60,married,yes,others,45,67.0,10000.0,0,1000,1683.0,0
7,parents,60,27,married,no,freelance,45,71.0,0.0,0,1500,1800.0,0
13,rent,60,36,married,no,fixed,84,92.0,0.0,0,1200,1271.0,0
15,parents,24,46,married,no,fixed,60,158.0,0.0,0,1000,1923.0,0
0,owner,12,65,married,no,others,60,115.0,3500.0,0,350,600.0,0
0,rent,24,30,married,no,partime,83,80.0,0.0,0,500,650.0,1
5,rent,60,37,married,no,fixed,90,176.0,0.0,0,1800,2433.6000000000004,0
10,owner,36,56,married,yes,freelance,90,280.0,18000.0,0,975,1576.0,0
7,owner,36,24,married,no,fixed,60,112.0,3500.0,0,1100,1460.0,0
2,parents,36,20,single,no,freelance,45,0.0,0.0,0,1000,1310.0,0
0,rent,60,28,married,no,fixed,53,75.0,0.0,0,1100,1168.0,1
10,owner,24,50,married,no,freelance,60,100.0,4000.0,0,700,1461.0,0
2,rent,48,31,single,no,fixed,43,75.0,0.0,0,800,900.0,0
12,owner,48,51,married,no,fixed,60,80.0,10000.0,0,1600,1661.0,0
2,rent,60,30,married,no,fixed,90,170.0,0.0,0,1300,1525.0,0
20,other,60,62,married,no,others,75,140.0,0.0,0,1300,1371.0,0
0,owner,60,38,married,yes,partime,75,120.0,3500.0,0,1500,1702.0,1
12,owner,60,50,married,no,fixed,60,100.0,8000.0,0,1050,1657.0,0
15,owner,48,44,married,no,fixed,60,200.0,3500.0,1,800,1218.0,0
0,rent,60,41,married,yes,fixed,90,50.0,7000.0,1,1600,1601.0,1
20,other,60,40,married,no,fixed,75,83.0,3000.0,0,1300,1435.0,1
5,owner,60,37,married,yes,freelance,75,75.0,12000.0,0,900,1014.0,0
18,other,48,50,married,no,freelance,75,62.0,5000.0,0,1700,2433.6000000000004,0
6,parents,60,24,other,no,fixed,45,220.0,3000.0,0,1600,1700.0,0
5,owner,36,46,married,no,freelance,60,100.0,4000.0,0,1100,1897.0,0
11,rent,24,26,single,no,fixed,59,137.0,2500.0,0,350,1158.0,0
1,rent,48,27,single,no,fixed,45,97.0,0.0,0,850,1000.0,0
22,owner,24,46,married,no,fixed,60,100.0,10500.0,0,900,1635.0,0
2,other,48,34,married,no,fixed,90,170.0,6000.0,0,1280,1879.0,0
6,owner,36,42,married,no,fixed,90,151.0,18000.0,0,1635,1635.0,1
0,owner,36,21,single,yes,partime,35,115.0,2000.0,0,700,900.0,1
15,other,48,60,married,no,fixed,60,153.0,0.0,0,450,1188.0,0
0,other,60,42,married,yes,fixed,90,0.0,0.0,0,1300,1750.0,1
14,rent,60,46,married,no,freelance,67,67.0,0.0,0,1500,2250.0,0
6,other,24,23,single,yes,fixed,35,135.0,0.0,0,350,600.0,1
5,rent,48,29,married,no,fixed,78,177.0,4000.0,0,700,960.0,0
2,parents,48,28,other,no,freelance,35,140.0,0.0,0,1000,1100.0,1
14,rent,48,43,married,no,fixed,54,85.0,2000.0,0,500,800.0,0
26,owner,48,42,married,no,fixed,60,95.0,6500.0,0,1180,1442.0,0
0,parents,36,32,single,no,fixed,35,119.0,3000.0,0,1000,1345.0,0
29,owner,12,53,married,no,fixed,45,145.0,18000.0,0,500,1230.0,0
4,rent,48,28,single,no,fixed,45,100.0,0.0,0,750,954.0,0
4,owner,24,55,married,no,freelance,90,200.0,4500.0,0,800,1230.0,0
20,owner,6,59,married,no,freelance,60,0.0,3000.0,0,500,1402.0,0
8,owner,60,40,married,yes,fixed,75,96.0,4000.0,1,1800,2050.0,1
1,other,60,20,single,no,fixed,35,85.0,0.0,0,850,1618.0,0
20,owner,60,44,married,yes,freelance,75,60.0,3000.0,0,1500,1912.0,1
5,owner,60,39,married,yes,freelance,90,152.0,6000.0,0,1250,1600.0,1
15,owner,36,55,married,no,freelance,75,70.0,14000.0,1,600,850.0,0
2,rent,36,31,single,no,others,35,0.0,0.0,0,525,800.0,0
7,owner,60,33,married,no,freelance,75,138.0,4000.0,0,1400,2035.0,0
10,owner,60,41,married,no,fixed,75,187.0,2500.0,0,1150,1250.0,0
21,other,60,45,other,no,fixed,45,110.0,0.0,0,650,1584.0,0
2,rent,18,38,married,no,partime,90,148.0,0.0,0,350,600.0,1
0,owner,36,41,married,no,fixed,75,89.0,5500.0,0,1000,1670.0,0
12,rent,60,36,married,no,fixed,56,106.0,0.0,0,1200,1823.0,0
3,parents,48,26,married,no,freelance,35,0.0,3500.0,0,350,816.0,1
11,owner,48,34,married,yes,fixed,90,198.0,4500.0,0,1650,2165.0,1
2,owner,60,53,married,no,others,60,40.0,5000.0,0,850,884.0,1
22,owner,12,45,married,no,fixed,60,100.0,3000.0,0,400,1531.0,0
7,owner,48,37,married,no,fixed,75,145.0,6000.0,0,1250,1650.0,0
2,owner,60,29,married,yes,fixed,60,80.0,4000.0,0,1000,1248.0,1
20,owner,48,45,married,no,freelance,90,0.0,18000.0,0,1100,2433.6000000000004,0
7,owner,36,33,married,no,fixed,45,208.0,4000.0,0,500,1288.0,0
14,rent,36,43,married,yes,fixed,90,212.0,0.0,0,600,750.0,1
7,owner,18,40,married,yes,fixed,75,169.0,4000.0,1,400,1717.0,0
8,other,48,22,married,no,fixed,45,120.0,2500.0,1,880,882.0,0
21,rent,36,42,other,yes,fixed,53,180.0,0.0,0,850,950.0,0
1,rent,48,41,married,no,partime,89,136.0,0.0,0,1070,1378.0,1
1,owner,12,28,married,no,partime,45,130.0,18000.0,1,400,2433.6000000000004,0
14,owner,60,35,married,no,fixed,75,205.0,5000.0,0,1350,1442.0,0
2,other,36,26,married,no,fixed,35,148.0,4000.0,0,700,1300.0,0
3,parents,60,25,single,no,fixed,35,174.0,0.0,0,1000,1252.0,0
14,owner,60,54,married,no,fixed,60,90.0,5000.0,0,800,1517.0,0
3,other,36,26,married,no,freelance,60,68.0,5000.0,1,900,1501.0,0
0,other,36,22,single,no,fixed,35,0.0,0.0,0,800,800.0,1
10,rent,48,26,single,no,fixed,52,169.0,2000.0,0,1000,1242.0,0
2,parents,60,34,single,yes,partime,35,103.0,0.0,0,1250,1293.0,1
3,rent,48,32,married,no,fixed,57,121.0,0.0,0,1200,1952.0,0
10,rent,36,40,married,no,fixed,90,100.0,0.0,0,375,600.0,1
1,owner,42,35,married,no,fixed,75,54.0,6000.0,0,1000,1900.0,0
22,rent,60,47,married,no,fixed,56,114.0,0.0,0,1000,1163.0,0
11,owner,60,26,married,no,fixed,45,81.0,4000.0,1,1000,1206.0,0
1,owner,24,51,married,yes,freelance,90,120.0,18000.0,0,1500,1753.0,1
0,parents,48,31,single,no,partime,35,65.0,2500.0,0,1000,1560.0,0
17,owner,36,43,married,no,fixed,60,250.0,9000.0,0,1000,1204.0,0
12,owner,36,45,married,no,fixed,90,90.0,18000.0,0,750,1374.0,0
10,rent,48,33,married,no,fixed,90,103.0,0.0,0,950,1541.0,0
10,rent,36,31,married,no,fixed,61,164.0,5000.0,0,1000,1440.0,0
0,parents,24,29,single,no,others,35,0.0,0.0,0,600,1243.0,0
1,other,48,28,married,yes,fixed,60,129.0,0.0,0,1300,1608.0,1
4,rent,60,25,single,no,fixed,50,150.0,0.0,0,1500,2433.6000000000004,0
1,parents,30,22,single,no,fixed,35,80.0,4000.0,0,600,850.0,0
11,owner,60,33,other,no,fixed,45,90.0,8000.0,0,850,1105.0,0
5,other,60,31,married,no,fixed,75,95.0,2000.0,0,1100,1388.0,0
7,parents,60,24,single,no,fixed,35,92.0,0.0,0,1618,1618.0,1
0,owner,18,39,married,no,fixed,75,47.0,3500.0,0,350,1236.0,0
17,owner,36,42,married,no,fixed,45,115.0,4000.0,0,700,1631.0,0
1,owner,60,49,married,no,partime,60,115.0,4000.0,0,1800,2433.6000000000004,0
20,owner,60,49,married,no,fixed,60,130.0,4000.0,0,1100,1738.0,0
22,other,60,36,married,no,fixed,75,190.0,3500.0,0,1300,1579.0,0
6,owner,48,34,married,no,freelance,90,0.0,4500.0,0,1100,1192.0,0
4,parents,36,22,single,no,fixed,35,58.0,1000.0,0,400,600.0,1
0,owner,36,65,married,no,others,45,75.0,5000.0,0,400,935.0,0
7,owner,24,39,married,no,fixed,75,260.0,10000.0,0,400,1100.0,0
24,owner,24,47,married,no,fixed,75,136.0,4000.0,0,435,935.0,0
18,parents,60,32,married,no,fixed,75,152.0,5000.0,0,1400,1640.0,0
0,parents,60,25,married,no,others,45,209.0,2000.0,0,900,1436.0,0
20,owner,60,41,married,no,fixed,75,186.0,8000.0,1,900,1700.0,0
3,parents,60,41,single,yes,fixed,35,90.0,0.0,0,949,949.0,1
0,owner,60,23,married,no,fixed,45,120.0,4000.0,1,1200,1476.0,1
2,owner,60,29,married,no,fixed,60,110.0,2000.0,0,1020,1648.0,0
0,owner,60,39,married,yes,freelance,45,80.0,6000.0,0,1100,1131.0,1
7,owner,48,42,married,no,fixed,60,132.0,8000.0,1,1000,1350.0,0
3,owner,24,27,married,no,fixed,45,245.0,14000.0,0,500,2070.0,0
10,owner,48,34,married,no,freelance,75,200.0,18000.0,0,750,1590.0,0
3,parents,24,29,single,no,fixed,35,66.0,0.0,0,350,600.0,0
9,owner,36,43,married,yes,freelance,75,0.0,12000.0,0,1700,1730.0,1
30,owner,48,60,married,no,freelance,60,6.0,16000.0,0,1200,1636.0,0
3,owner,18,24,married,no,partime,45,185.0,3500.0,0,600,925.0,0
30,other,60,46,married,no,fixed,60,144.0,3000.0,0,1350,1478.0,0
15,owner,48,50,married,no,fixed,60,120.0,5000.0,0,1800,2417.0,1
10,rent,48,28,married,no,fixed,56,108.0,0.0,0,1100,1684.0,0
1,rent,24,24,married,no,partime,50,50.0,0.0,0,350,600.0,0
4,parents,60,23,single,no,fixed,35,80.0,10000.0,0,1000,1559.0,0
7,owner,12,51,married,no,freelance,75,120.0,5000.0,0,350,600.0,0
6,parents,36,29,married,no,fixed,90,168.0,14000.0,0,650,679.0,0
14,owner,60,41,married,no,fixed,75,183.0,4000.0,1,1500,2433.6000000000004,0
1,parents,60,24,single,no,fixed,35,90.0,0.0,0,800,994.0,0
25,owner,48,51,married,no,fixed,75,156.0,3000.0,0,700,1172.0,0
8,owner,36,31,other,no,fixed,35,102.0,3000.0,0,1000,1364.0,0
5,owner,60,26,single,yes,freelance,35,142.0,5500.0,1,950,977.0,1
8,owner,54,31,married,no,fixed,75,280.0,14000.0,1,850,1050.0,0
20,owner,60,54,married,no,fixed,60,195.0,15000.0,0,900,1430.0,0
2,rent,36,23,single,no,fixed,43,79.0,0.0,0,900,1000.0,1
18,other,36,45,married,no,fixed,45,220.0,18000.0,0,800,1600.0,0
10,owner,36,39,married,no,fixed,90,122.0,3000.0,0,500,1472.0,0
2,parents,36,39,married,yes,fixed,60,87.0,0.0,0,1800,2300.0,1
20,parents,48,37,single,no,fixed,35,114.0,0.0,0,1200,2433.6000000000004,0
20,rent,48,45,single,no,freelance,35,0.0,0.0,0,900,1300.0,1
7,other,60,24,single,no,fixed,35,187.0,4000.0,1,1400,1480.0,0
0,other,48,23,married,no,partime,45,26.0,3000.0,0,1350,1562.0,1
3,owner,60,39,married,no,freelance,75,280.0,18000.0,0,1800,2433.6000000000004,1
22,owner,36,45,married,no,fixed,75,250.0,10000.0,0,500,1026.0,0
10,rent,60,38,married,yes,fixed,90,204.0,0.0,0,1500,1531.0,0
20,rent,24,40,married,no,fixed,77,165.0,0.0,0,500,1532.0,0
20,owner,36,36,married,yes,fixed,75,130.0,3500.0,0,1500,2000.0,0
2,parents,24,26,single,no,fixed,35,79.0,0.0,0,590,894.0,0
22,rent,36,51,single,yes,freelance,35,0.0,0.0,0,350,950.0,0
7,owner,60,34,other,no,fixed,35,96.0,8000.0,0,850,1213.0,0
5,owner,60,39,married,no,freelance,75,85.0,4000.0,0,1200,1463.0,0
2,rent,48,37,other,yes,freelance,35,0.0,0.0,0,1800,2433.6000000000004,1
13,rent,60,50,single,no,fixed,42,66.0,0.0,0,800,865.0,1
17,other,60,46,married,no,fixed,75,155.0,0.0,0,1800,2086.0,0
8,owner,24,46,married,no,freelance,75,0.0,15000.0,0,1000,1603.0,0
0,owner,12,22,married,no,others,75,100.0,18000.0,1,900,2327.0,0
0,parents,36,35,married,no,freelance,75,0.0,0.0,0,1450,1500.0,1
6,rent,36,31,other,no,fixed,49,140.0,0.0,0,550,999.0,0
4,owner,24,32,married,no,partime,45,158.0,5500.0,0,500,1839.0,0
20,other,48,40,married,no,fixed,75,144.0,7000.0,0,500,980.0,0
38,rent,12,66,married,no,fixed,79,280.0,0.0,0,700,1568.0,0
26,rent,60,50,married,no,fixed,85,250.0,0.0,0,1000,1297.0,0
3,owner,12,30,married,no,fixed,60,280.0,4500.0,1,350,1338.0,0
5,parents,48,24,single,no,partime,35,139.0,2000.0,0,1000,1492.0,1
12,owner,60,28,married,yes,fixed,75,110.0,3500.0,1,900,1082.0,0
1,parents,24,23,single,no,partime,35,70.0,0.0,0,500,640.0,1
4,owner,60,41,married,no,fixed,45,87.0,6500.0,0,1100,1670.0,0
13,other,60,38,married,no,fixed,90,108.0,1500.0,1,1400,1410.0,1
1,parents,36,21,married,no,fixed,45,90.0,2000.0,0,1200,1350.0,0
5,parents,60,21,single,no,fixed,45,56.0,0.0,0,1400,2067.0,0
10,rent,36,46,married,no,fixed,90,235.0,0.0,0,500,1531.0,0
1,parents,60,36,married,no,partime,60,60.0,0.0,0,1400,1612.0,1
3,rent,36,20,single,no,partime,58,225.0,0.0,0,1500,2050.0,0
5,rent,60,40,married,yes,freelance,54,89.0,0.0,0,1200,1457.0,1
2,other,36,32,married,no,fixed,75,80.0,2500.0,0,1300,1813.0,1
19,rent,60,37,other,yes,fixed,41,63.0,0.0,0,1800,2433.6000000000004,1
1,owner,60,52,married,no,fixed,60,250.0,3000.0,0,1550,1850.0,0
5,other,24,32,other,no,freelance,35,143.0,8000.0,0,600,1350.0,0
7,rent,60,30,married,no,fixed,42,73.0,0.0,0,950,1169.0,0
25,rent,60,48,married,no,fixed,90,126.0,3500.0,0,1450,1575.0,0
11,owner,36,32,married,no,fixed,60,101.0,12000.0,1,965,1265.0,0
27,owner,60,58,married,no,freelance,60,60.0,15000.0,0,1450,1657.0,1
19,owner,60,56,married,no,fixed,45,169.0,7000.0,0,1400,1714.0,0
2,rent,48,48,married,yes,others,90,193.0,0.0,0,1140,1143.0,1
5,rent,24,41,other,no,fixed,44,90.0,0.0,0,550,1319.0,0
10,parents,24,40,married,no,partime,60,116.0,2000.0,0,480,620.0,0
1,parents,48,21,single,no,partime,35,60.0,0.0,0,1350,1601.0,1
6,parents,48,24,single,no,fixed,35,107.0,6500.0,1,1000,1200.0,0
22,owner,18,57,married,yes,fixed,45,150.0,6000.0,0,500,1727.0,0
0,rent,48,54,married,no,freelance,90,0.0,0.0,0,1800,2433.6000000000004,1
6,parents,36,31,single,yes,freelance,35,280.0,0.0,0,1200,1730.0,1
3,other,36,40,married,no,fixed,60,90.0,3000.0,0,400,1661.0,0
2,owner,12,32,married,no,freelance,45,122.0,5000.0,1,350,625.0,0
1,parents,60,30,married,no,freelance,60,93.0,0.0,0,1600,1647.0,0
18,owner,36,42,married,no,fixed,75,121.0,2000.0,1,900,1633.0,0
2,parents,24,23,single,no,partime,35,93.0,2500.0,0,350,670.0,0
17,rent,48,36,married,no,fixed,61,162.0,0.0,0,1000,1641.0,0
0,rent,48,42,married,no,partime,75,0.0,0.0,0,1300,1400.0,1
2,parents,36,24,married,yes,freelance,45,0.0,0.0,0,1000,2223.0,0
9,owner,60,53,married,no,freelance,60,51.0,8000.0,1,1450,1970.0,0
11,rent,60,29,married,no,fixed,74,135.0,0.0,0,1000,1097.0,0
3,owner,48,53,married,no,others,75,60.0,3000.0,0,1500,1637.0,1
2,parents,60,23,single,no,fixed,35,106.0,0.0,0,820,1097.0,0
32,parents,42,53,married,no,freelance,60,160.0,0.0,0,350,829.0,0
8,parents,60,28,single,yes,fixed,35,76.0,0.0,0,1300,1550.0,1
1,owner,60,40,married,no,fixed,45,0.0,3000.0,1,1700,1777.0,1
24,other,60,40,married,no,fixed,45,115.0,0.0,0,1250,1461.0,0
1,parents,30,23,single,no,freelance,35,60.0,0.0,0,800,1452.0,1
15,rent,48,55,other,no,fixed,62,173.0,0.0,0,1100,1467.0,0
24,owner,48,48,married,no,fixed,75,90.0,3000.0,0,400,975.0,0
5,rent,36,48,married,no,freelance,90,280.0,0.0,0,1300,1736.0,1
1,other,36,44,married,yes,fixed,60,154.0,2500.0,0,1800,2433.6000000000004,1
